"ee.Taxon","Definition.x","Definition.y","N"
"mouse","organic acid","carcinoma",2
"human","ribonucleoside","organ system cancer",2
"human","ribonucleoside","disease of cellular proliferation",2
"human","ribonucleoside","cancer",2
"human","pyrimidine ribonucleosides","organ system cancer",2
"human","pyrimidine ribonucleosides","disease of cellular proliferation",2
"human","pyrimidine ribonucleosides","cancer",2
"human","pyrimidine ribonucleosides","disease of anatomical entity",2
"human","dihydroxytetrahydrofuran","organ system cancer",2
"human","dihydroxytetrahydrofuran","disease of cellular proliferation",2
"human","dihydroxytetrahydrofuran","cancer",2
"mouse","sodium molecular entity","disease",2
"mouse","sodium salt","disease",2
"human","Nutlin-3","disease of cellular proliferation",2
"human","Nutlin-3","cancer",2
"human","Nutlin-3","disease",2
"human","piperazinone","disease of cellular proliferation",2
"human","piperazinone","cancer",2
"human","piperazinone","disease",2
"human","ureas","leukemia",2
"mouse","amide","retinal disease",2
"mouse","primary amide","retinal disease",2
"mouse","pnictogen molecular entity","retinal disease",2
"mouse","ureas","nervous system disease",2
"mouse","nitrogen molecular entity","retinal disease",2
"human","oxacycle","bone marrow cancer",2
"human","oxacycle","bone marrow disease",2
"human","biological role","myeloid leukemia",2
"human","biological role","acute myeloid leukemia",2
"human","inhibitor","myeloid leukemia",2
"human","inhibitor","acute myeloid leukemia",2
"human","role","myeloid leukemia",2
"human","role","acute myeloid leukemia",2
"human","heteroatomic molecular entity","kidney disease",2
"human","N-glycosyl compound","urinary system disease",2
"human","N-glycosyl compound","urinary system cancer",2
"human","organic heterocyclic compound","kidney disease",2
"human","molecule","kidney disease",2
"human","organic heteromonocyclic compound","urinary system disease",2
"human","organic heteromonocyclic compound","urinary system cancer",2
"human","heteroorganic entity","kidney disease",2
"human","pnictogen molecular entity","kidney disease",2
"human","cyclic compound","kidney disease",2
"human","aromatic compound","kidney disease",2
"human","organic aromatic compound","kidney disease",2
"human","monocyclic compound","urinary system disease",2
"human","monocyclic compound","urinary system cancer",2
"human","heteromonocyclic compound","urinary system disease",2
"human","heteromonocyclic compound","urinary system cancer",2
"human","organic cyclic compound","kidney disease",2
"human","heteroarene","urinary system cancer",2
"human","heteroarene","kidney disease",2
"human","organonitrogen compound","kidney disease",2
"human","organochalcogen compound","kidney disease",2
"human","organooxygen compound","kidney disease",2
"human","nitrogen molecular entity","kidney disease",2
"human","heterocyclic compound","kidney disease",2
"human","glycosyl compound","urinary system disease",2
"human","glycosyl compound","urinary system cancer",2
"human","carbohydrate derivative","urinary system disease",2
"human","carbohydrate derivative","urinary system cancer",2
"human","organic molecule","kidney disease",2
"human","carbohydrates and carbohydrate derivatives","urinary system disease",2
"human","carbohydrates and carbohydrate derivatives","urinary system cancer",2
"mouse","fluorine molecular entity","cell type cancer",2
"mouse","fluorine molecular entity","endocrine gland cancer",2
"mouse","fluorine molecular entity","endocrine system disease",2
"mouse","fluorine molecular entity","carcinoma",2
"mouse","sulfur molecular entity","cell type cancer",2
"mouse","sulfur molecular entity","endocrine system disease",2
"mouse","sulfur molecular entity","carcinoma",2
"mouse","oxoacid derivative","cell type cancer",2
"mouse","oxoacid derivative","carcinoma",2
"mouse","organosulfur compound","endocrine system disease",2
"mouse","sulfur oxoacid derivative","cell type cancer",2
"mouse","sulfur oxoacid derivative","carcinoma",2
"mouse","sulfonic acid derivative","organ system cancer",2
"mouse","sulfonic acid derivative","disease of cellular proliferation",2
"mouse","sulfonic acid derivative","cancer",2
"mouse","organofluorine compound","cell type cancer",2
"mouse","organofluorine compound","endocrine gland cancer",2
"mouse","organofluorine compound","endocrine system disease",2
"mouse","organofluorine compound","carcinoma",2
"mouse","organic acid","endocrine system disease",2
"human","enzyme inhibitor","nervous system cancer",2
"human","enzyme inhibitor","central nervous system disease",2
"human","enzyme inhibitor","nervous system disease",2
"human","biological role","brain cancer",2
"human","biological role","musculoskeletal system disease",2
"human","biological role","connective tissue disease",2
"human","biological role","brain disease",2
"human","inhibitor","brain cancer",2
"human","inhibitor","brain disease",2
"human","antagonist","cell type cancer",2
"human","role","bone disease",2
"human","role","brain cancer",2
"human","role","brain disease",2
"human","biochemical role","nervous system cancer",2
"human","biochemical role","central nervous system disease",2
"human","biochemical role","nervous system disease",2
"human","EC 2.7.11.* (protein-serine/threonine kinase) inhibitor","organ system cancer",2
"human","EC 2.7.11.* (protein-serine/threonine kinase) inhibitor","cell type cancer",2
"human","EC 2.7.11.* (protein-serine/threonine kinase) inhibitor","disease of anatomical entity",2
"rat","secondary amino compound","disease of anatomical entity",2
"human","vemurafenib","cell type cancer",2
"human","vemurafenib","disease of cellular proliferation",2
"human","vemurafenib","cancer",2
"human","vemurafenib","melanoma",2
"human","vemurafenib","disease",2
"human","phenylureas","disease of cellular proliferation",2
"human","phenylureas","cancer",2
"human","phenylureas","disease",2
"mouse","hydroxides","nutrition disease",2
"mouse","hydroxides","overnutrition",2
"mouse","hydroxides","obesity",2
"mouse","oxoacid","nutrition disease",2
"mouse","oxoacid","overnutrition",2
"mouse","oxoacid","obesity",2
"mouse","monocarboxylic acid","nutrition disease",2
"mouse","monocarboxylic acid","overnutrition",2
"mouse","monocarboxylic acid","obesity",2
"mouse","carboxylic acid","nutrition disease",2
"mouse","carboxylic acid","overnutrition",2
"mouse","carboxylic acid","obesity",2
"mouse","hydrogen molecular entity","nutrition disease",2
"mouse","hydrogen molecular entity","overnutrition",2
"mouse","hydrogen molecular entity","obesity",2
"mouse","s-block molecular entity","nutrition disease",2
"mouse","s-block molecular entity","overnutrition",2
"mouse","s-block molecular entity","obesity",2
"mouse","carbon oxoacid","nutrition disease",2
"mouse","carbon oxoacid","overnutrition",2
"mouse","carbon oxoacid","obesity",2
"mouse","carbonyl compound","nutrition disease",2
"mouse","carbonyl compound","overnutrition",2
"mouse","carbonyl compound","obesity",2
"mouse","organic oxo compound","nutrition disease",2
"mouse","organic oxo compound","overnutrition",2
"mouse","organic oxo compound","obesity",2
"mouse","organic acid","nutrition disease",2
"mouse","organic acid","overnutrition",2
"mouse","organic acid","obesity",2
"mouse","enzyme inhibitor","Huntington's disease",2
"mouse","biological role","Huntington's disease",2
"mouse","inhibitor","Huntington's disease",2
"mouse","role","Huntington's disease",2
"mouse","biochemical role","Huntington's disease",2
"mouse","EC 3.5.1.98 (histone deacetylase) inhibitor","disease",2
"mouse","EC 3.5.1.98 (histone deacetylase) inhibitor","disease of anatomical entity",2
"mouse","EC 3.* (hydrolase) inhibitor","Huntington's disease",2
"mouse","EC 3.* (hydrolase) inhibitor","neurodegenerative disease",2
"mouse","EC 3.* (hydrolase) inhibitor","central nervous system disease",2
"mouse","EC 3.* (hydrolase) inhibitor","nervous system disease",2
"mouse","EC 3.5.* (hydrolases acting on non-peptide C-N bonds) inhibitor","disease",2
"mouse","EC 3.5.* (hydrolases acting on non-peptide C-N bonds) inhibitor","disease of anatomical entity",2
"mouse","EC 3.5.1.* (non-peptide linear amide C-N hydrolase) inhibitor","disease",2
"mouse","EC 3.5.1.* (non-peptide linear amide C-N hydrolase) inhibitor","disease of anatomical entity",2
"human","molecular entity","mouth disease",2
"human","diterpenoid","gastrointestinal system disease",2
"human","chemical entity","mouth disease",2
"human","isoprenoid","gastrointestinal system disease",2
"human","molecule","mouth disease",2
"human","monocarboxylic acid","gastrointestinal system disease",2
"human","oxygen molecular entity","mouth disease",2
"human","terpenoid","gastrointestinal system disease",2
"human","heteroorganic entity","mouth disease",2
"human","chalcogen molecular entity","mouth disease",2
"human","carboxylic ester","gastrointestinal system disease",2
"human","main group molecular entity","mouth disease",2
"human","carbon group molecular entity","mouth disease",2
"human","p-block molecular entity","mouth disease",2
"human","ester","gastrointestinal system disease",2
"human","polyatomic entity","mouth disease",2
"human","organochalcogen compound","mouth disease",2
"human","organooxygen compound","mouth disease",2
"human","organic molecular entity","mouth disease",2
"human","organic molecule","mouth disease",2
"human","organic heterobicyclic compound","endocrine gland cancer",2
"human","organic heterobicyclic compound","endocrine system disease",2
"human","bicyclic compound","endocrine gland cancer",2
"human","bicyclic compound","endocrine system disease",2
"human","heteropolycyclic compound","endocrine gland cancer",2
"human","heteropolycyclic compound","endocrine system disease",2
"human","heterobicyclic compound","endocrine gland cancer",2
"human","heterobicyclic compound","endocrine system disease",2
"human","carbonyl compound","endocrine gland cancer",2
"human","carbonyl compound","endocrine system disease",2
"human","organic oxo compound","endocrine gland cancer",2
"human","organic oxo compound","endocrine system disease",2
"human","organonitrogen heterocyclic compound","ovarian disease",2
"human","organonitrogen heterocyclic compound","gonadal disease",2
"human","organonitrogen heterocyclic compound","ovarian cancer",2
"human","organic heteropolycyclic compound","endocrine gland cancer",2
"human","organic heteropolycyclic compound","endocrine system disease",2
"human","aminopyridine","organ system cancer",2
"human","aminopyridine","disease of cellular proliferation",2
"human","aminopyridine","cancer",2
"human","aminopyridine","disease",2
"human","aminopyridine","disease of anatomical entity",2
"human","pyridopyrimidine","disease of anatomical entity",2
"human","organic amino compound","gonadal disease",2
"human","aromatic ketone","organ system cancer",2
"human","aromatic ketone","disease of anatomical entity",2
"mouse","cyclic compound","integumentary system disease",2
"mouse","cyclic compound","skin disease",2
"mouse","organic cyclic compound","integumentary system disease",2
"mouse","organic cyclic compound","skin disease",2
"mouse","organonitrogen compound","integumentary system disease",2
"mouse","organonitrogen compound","skin disease",2
"mouse","ethyl ester","disease",2
"mouse","ethyl ester","disease of anatomical entity",2
"mouse","ethyl ester","gastrointestinal system disease",2
"human","biological role","lymphocytic leukemia",2
"human","biological role","chronic lymphocytic leukemia",2
"human","inhibitor","lymphocytic leukemia",2
"human","inhibitor","chronic lymphocytic leukemia",2
"human","role","lymphocytic leukemia",2
"human","role","chronic lymphocytic leukemia",2
"human","biochemical role","lymphocytic leukemia",2
"human","biochemical role","chronic lymphocytic leukemia",2
"human","biochemical role","leukemia",2
"human","molecular entity","Alzheimer's disease",2
"human","molecular entity","tauopathy",2
"human","chemical entity","Alzheimer's disease",2
"human","chemical entity","tauopathy",2
"human","oxygen molecular entity","Alzheimer's disease",2
"human","oxygen molecular entity","tauopathy",2
"human","heteroorganic entity","Alzheimer's disease",2
"human","heteroorganic entity","tauopathy",2
"human","chalcogen molecular entity","Alzheimer's disease",2
"human","chalcogen molecular entity","tauopathy",2
"human","main group molecular entity","Alzheimer's disease",2
"human","main group molecular entity","tauopathy",2
"human","carbon group molecular entity","Alzheimer's disease",2
"human","carbon group molecular entity","tauopathy",2
"human","p-block molecular entity","Alzheimer's disease",2
"human","p-block molecular entity","tauopathy",2
"human","polyatomic entity","Alzheimer's disease",2
"human","polyatomic entity","tauopathy",2
"human","organochalcogen compound","Alzheimer's disease",2
"human","organochalcogen compound","tauopathy",2
"human","organooxygen compound","Alzheimer's disease",2
"human","organooxygen compound","tauopathy",2
"human","organic molecular entity","Alzheimer's disease",2
"human","organic molecular entity","tauopathy",2
"human","EC 3.5.1.98 (histone deacetylase) inhibitor","disease",2
"human","EC 3.* (hydrolase) inhibitor","disease",2
"human","EC 3.5.* (hydrolases acting on non-peptide C-N bonds) inhibitor","disease",2
"human","EC 3.5.1.* (non-peptide linear amide C-N hydrolase) inhibitor","disease",2
"human","alcohol","disease of mental health",2
"human","carbonyl compound","disease of mental health",2
"human","organic oxo compound","disease of mental health",2
"human","fluorine molecular entity","stomach cancer",2
"human","halogen molecular entity","stomach cancer",2
"human","organohalogen compound","stomach cancer",2
"human","organofluorine compound","stomach cancer",2
"human","halide","stomach cancer",2
"human","5-fluorouracil","stomach cancer",2
"human","nucleobase analogue","stomach cancer",2
"human","lipid","major depressive disorder",2
"human","lipid","cognitive disorder",2
"human","lipid","mental depression",2
"human","lipid","mood disorder",2
"mouse","lipopolysaccharide","brain ischemia",2
"mouse","lipopolysaccharide","ischemia",2
"mouse","lipid","brain ischemia",2
"mouse","lipid","ischemia",2
"mouse","molecular entity","brain ischemia",2
"mouse","molecular entity","ischemia",2
"mouse","chemical entity","brain ischemia",2
"mouse","chemical entity","ischemia",2
"mouse","oxygen molecular entity","brain ischemia",2
"mouse","oxygen molecular entity","ischemia",2
"mouse","heteroorganic entity","brain ischemia",2
"mouse","heteroorganic entity","ischemia",2
"mouse","chalcogen molecular entity","brain ischemia",2
"mouse","chalcogen molecular entity","ischemia",2
"mouse","main group molecular entity","brain ischemia",2
"mouse","main group molecular entity","ischemia",2
"mouse","carbon group molecular entity","brain ischemia",2
"mouse","carbon group molecular entity","ischemia",2
"mouse","p-block molecular entity","brain ischemia",2
"mouse","p-block molecular entity","ischemia",2
"mouse","biomacromolecule","brain ischemia",2
"mouse","biomacromolecule","ischemia",2
"mouse","macromolecule","brain ischemia",2
"mouse","macromolecule","ischemia",2
"mouse","liposaccharide","brain ischemia",2
"mouse","liposaccharide","ischemia",2
"mouse","polyatomic entity","brain ischemia",2
"mouse","polyatomic entity","ischemia",2
"mouse","organochalcogen compound","brain ischemia",2
"mouse","organochalcogen compound","ischemia",2
"mouse","organooxygen compound","brain ischemia",2
"mouse","organooxygen compound","ischemia",2
"mouse","organic molecular entity","brain ischemia",2
"mouse","organic molecular entity","ischemia",2
"mouse","carbohydrate derivative","brain ischemia",2
"mouse","carbohydrate derivative","ischemia",2
"mouse","polysaccharide derivative","brain ischemia",2
"mouse","polysaccharide derivative","ischemia",2
"mouse","carbohydrates and carbohydrate derivatives","brain ischemia",2
"mouse","carbohydrates and carbohydrate derivatives","ischemia",2
"human","drug","lower respiratory tract disease",2
"human","drug","respiratory system disease",2
"human","drug","lung disease",2
"human","biological role","lung disease",2
"human","application","lower respiratory tract disease",2
"human","application","respiratory system disease",2
"human","application","lung disease",2
"human","role","lung disease",2
"human","pharmaceutical","lower respiratory tract disease",2
"human","pharmaceutical","respiratory system disease",2
"human","pharmaceutical","lung disease",2
"human","molecular entity","stomach carcinoma",2
"human","chemical entity","stomach carcinoma",2
"human","molecule","stomach carcinoma",2
"human","heteroorganic entity","stomach carcinoma",2
"human","main group molecular entity","stomach carcinoma",2
"human","carbon group molecular entity","stomach carcinoma",2
"human","cyclic compound","stomach carcinoma",2
"human","p-block molecular entity","stomach carcinoma",2
"human","organic cyclic compound","stomach carcinoma",2
"human","polyatomic entity","stomach carcinoma",2
"human","heteroatomic molecular entity","stomach carcinoma",2
"human","5-fluorouracil","cell type cancer",2
"human","5-fluorouracil","carcinoma",2
"human","organic molecular entity","stomach carcinoma",2
"human","nucleobase analogue","cell type cancer",2
"human","nucleobase analogue","carcinoma",2
"human","organic molecule","stomach carcinoma",2
"mouse","alpha-hydroxy ketone","cell type cancer",2
"mouse","alpha-hydroxy ketone","squamous cell carcinoma",2
"mouse","alpha-hydroxy ketone","carcinoma",2
"mouse","tertiary alpha-hydroxy ketone","cell type cancer",2
"mouse","tertiary alpha-hydroxy ketone","squamous cell carcinoma",2
"mouse","tertiary alpha-hydroxy ketone","carcinoma",2
"mouse","ketone","squamous cell carcinoma",2
"mouse","lipid","cell type cancer",2
"mouse","lipid","squamous cell carcinoma",2
"mouse","lipid","carcinoma",2
"mouse","molecular entity","squamous cell carcinoma",2
"mouse","diterpenoid","cell type cancer",2
"mouse","diterpenoid","squamous cell carcinoma",2
"mouse","diterpenoid","carcinoma",2
"mouse","chemical entity","squamous cell carcinoma",2
"mouse","hydrocarbon","cell type cancer",2
"mouse","hydrocarbon","carcinoma",2
"mouse","hydroxides","squamous cell carcinoma",2
"mouse","isoprenoid","cell type cancer",2
"mouse","isoprenoid","squamous cell carcinoma",2
"mouse","isoprenoid","carcinoma",2
"mouse","molecule","squamous cell carcinoma",2
"mouse","7,12-dimethyltetraphene","disease of cellular proliferation",2
"mouse","7,12-dimethyltetraphene","disease",2
"mouse","oxygen molecular entity","squamous cell carcinoma",2
"mouse","terpenoid","cell type cancer",2
"mouse","terpenoid","squamous cell carcinoma",2
"mouse","terpenoid","carcinoma",2
"mouse","tertiary alcohol","cell type cancer",2
"mouse","tertiary alcohol","squamous cell carcinoma",2
"mouse","tertiary alcohol","carcinoma",2
"mouse","alcohol","squamous cell carcinoma",2
"mouse","organic fundamental parent","cell type cancer",2
"mouse","organic fundamental parent","carcinoma",2
"mouse","heteroorganic entity","squamous cell carcinoma",2
"mouse","chalcogen molecular entity","squamous cell carcinoma",2
"mouse","carboxylic ester","squamous cell carcinoma",2
"mouse","main group molecular entity","squamous cell carcinoma",2
"mouse","carbon group molecular entity","squamous cell carcinoma",2
"mouse","homocyclic compound","cell type cancer",2
"mouse","homocyclic compound","carcinoma",2
"mouse","carbocyclic compound","cell type cancer",2
"mouse","carbocyclic compound","carcinoma",2
"mouse","hydrogen molecular entity","squamous cell carcinoma",2
"mouse","ortho-fused compound","cancer",2
"mouse","arene","cell type cancer",2
"mouse","arene","carcinoma",2
"mouse","cyclic hydrocarbon","cell type cancer",2
"mouse","cyclic hydrocarbon","carcinoma",2
"mouse","polycyclic hydrocarbon","cell type cancer",2
"mouse","polycyclic hydrocarbon","carcinoma",2
"mouse","s-block molecular entity","squamous cell carcinoma",2
"mouse","p-block molecular entity","squamous cell carcinoma",2
"mouse","hydrides","cell type cancer",2
"mouse","hydrides","carcinoma",2
"mouse","organic hydroxy compound","squamous cell carcinoma",2
"mouse","polycyclic arene","cell type cancer",2
"mouse","polycyclic arene","carcinoma",2
"mouse","fused compound","cell type cancer",2
"mouse","fused compound","carcinoma",2
"mouse","carbopolycyclic compound","cell type cancer",2
"mouse","carbopolycyclic compound","carcinoma",2
"mouse","homopolycyclic compound","cell type cancer",2
"mouse","homopolycyclic compound","carcinoma",2
"mouse","ortho-fused polycyclic arene","cancer",2
"mouse","ortho-fused polycyclic hydrocarbon","cancer",2
"mouse","ester","squamous cell carcinoma",2
"mouse","fatty acid ester","cell type cancer",2
"mouse","fatty acid ester","cancer",2
"mouse","fatty acid ester","squamous cell carcinoma",2
"mouse","fatty acid ester","carcinoma",2
"mouse","polyatomic entity","squamous cell carcinoma",2
"mouse","carbonyl compound","squamous cell carcinoma",2
"mouse","organic oxo compound","squamous cell carcinoma",2
"mouse","organochalcogen compound","squamous cell carcinoma",2
"mouse","organooxygen compound","squamous cell carcinoma",2
"mouse","organic hydride","cell type cancer",2
"mouse","organic hydride","carcinoma",2
"mouse","phorbol ester","cell type cancer",2
"mouse","phorbol ester","cancer",2
"mouse","phorbol ester","squamous cell carcinoma",2
"mouse","phorbol ester","carcinoma",2
"mouse","phorbol 13-acetate 12-myristate","cell type cancer",2
"mouse","phorbol 13-acetate 12-myristate","cancer",2
"mouse","phorbol 13-acetate 12-myristate","squamous cell carcinoma",2
"mouse","phorbol 13-acetate 12-myristate","carcinoma",2
"mouse","heteroatomic molecular entity","squamous cell carcinoma",2
"mouse","acetate ester","cell type cancer",2
"mouse","acetate ester","cancer",2
"mouse","acetate ester","squamous cell carcinoma",2
"mouse","acetate ester","carcinoma",2
"mouse","organic molecular entity","squamous cell carcinoma",2
"mouse","tetraphenes","disease of cellular proliferation",2
"mouse","tetraphenes","disease",2
"mouse","diester","cell type cancer",2
"mouse","diester","cancer",2
"mouse","diester","squamous cell carcinoma",2
"mouse","diester","carcinoma",2
"mouse","oxyketone","cell type cancer",2
"mouse","oxyketone","squamous cell carcinoma",2
"mouse","oxyketone","carcinoma",2
"mouse","alpha-oxyketone","cell type cancer",2
"mouse","alpha-oxyketone","squamous cell carcinoma",2
"mouse","alpha-oxyketone","carcinoma",2
"mouse","tetracyclic diterpenoid","cell type cancer",2
"mouse","tetracyclic diterpenoid","cancer",2
"mouse","tetracyclic diterpenoid","squamous cell carcinoma",2
"mouse","tetracyclic diterpenoid","carcinoma",2
"mouse","organic molecule","squamous cell carcinoma",2
"mouse","tetradecanoate ester","cell type cancer",2
"mouse","tetradecanoate ester","cancer",2
"mouse","tetradecanoate ester","squamous cell carcinoma",2
"mouse","tetradecanoate ester","carcinoma",2
"mouse","alpha-hydroxy ketone","benign neoplasm",2
"mouse","tertiary alpha-hydroxy ketone","benign neoplasm",2
"mouse","ketone","benign neoplasm",2
"mouse","lipid","benign neoplasm",2
"mouse","molecular entity","benign neoplasm",2
"mouse","diterpenoid","benign neoplasm",2
"mouse","chemical entity","benign neoplasm",2
"mouse","hydroxides","benign neoplasm",2
"mouse","isoprenoid","benign neoplasm",2
"mouse","molecule","benign neoplasm",2
"mouse","oxygen molecular entity","benign neoplasm",2
"mouse","terpenoid","benign neoplasm",2
"mouse","tertiary alcohol","benign neoplasm",2
"mouse","alcohol","benign neoplasm",2
"mouse","heteroorganic entity","benign neoplasm",2
"mouse","chalcogen molecular entity","benign neoplasm",2
"mouse","carboxylic ester","benign neoplasm",2
"mouse","main group molecular entity","benign neoplasm",2
"mouse","carbon group molecular entity","benign neoplasm",2
"mouse","hydrogen molecular entity","benign neoplasm",2
"mouse","s-block molecular entity","benign neoplasm",2
"mouse","p-block molecular entity","benign neoplasm",2
"mouse","organic hydroxy compound","benign neoplasm",2
"mouse","ester","benign neoplasm",2
"mouse","fatty acid ester","benign neoplasm",2
"mouse","polyatomic entity","benign neoplasm",2
"mouse","carbonyl compound","benign neoplasm",2
"mouse","organic oxo compound","benign neoplasm",2
"mouse","organochalcogen compound","benign neoplasm",2
"mouse","organooxygen compound","benign neoplasm",2
"mouse","phorbol ester","benign neoplasm",2
"mouse","phorbol 13-acetate 12-myristate","benign neoplasm",2
"mouse","heteroatomic molecular entity","benign neoplasm",2
"mouse","acetate ester","benign neoplasm",2
"mouse","organic molecular entity","benign neoplasm",2
"mouse","diester","benign neoplasm",2
"mouse","oxyketone","benign neoplasm",2
"mouse","alpha-oxyketone","benign neoplasm",2
"mouse","tetracyclic diterpenoid","benign neoplasm",2
"mouse","organic molecule","benign neoplasm",2
"mouse","tetradecanoate ester","benign neoplasm",2
"human","molecular entity","Her2-receptor positive breast cancer",2
"human","chemical entity","Her2-receptor positive breast cancer",2
"human","biological role","estrogen-receptor positive breast cancer",2
"human","molecule","estrogen-receptor negative breast cancer",2
"human","molecule","Her2-receptor positive breast cancer",2
"human","oxygen molecular entity","Her2-receptor negative breast cancer",2
"human","heteroorganic entity","Her2-receptor positive breast cancer",2
"human","chalcogen molecular entity","Her2-receptor negative breast cancer",2
"human","main group molecular entity","Her2-receptor positive breast cancer",2
"human","carbon group molecular entity","Her2-receptor positive breast cancer",2
"human","p-block molecular entity","Her2-receptor positive breast cancer",2
"human","polyatomic entity","estrogen-receptor negative breast cancer",2
"human","polyatomic entity","Her2-receptor positive breast cancer",2
"human","carbonyl compound","Her2-receptor negative breast cancer",2
"human","organic oxo compound","Her2-receptor negative breast cancer",2
"human","organochalcogen compound","Her2-receptor negative breast cancer",2
"human","organooxygen compound","Her2-receptor negative breast cancer",2
"human","organic molecular entity","Her2-receptor positive breast cancer",2
"human","role","estrogen-receptor positive breast cancer",2
"human","organic molecule","estrogen-receptor negative breast cancer",2
"human","organic molecule","Her2-receptor positive breast cancer",2
"human","biological role","ovarian disease",2
"human","biological role","gonadal disease",2
"human","biological role","ovarian cancer",2
"human","agonist","cell type cancer",2
"human","agonist","ovarian disease",2
"human","agonist","female reproductive organ cancer",2
"human","agonist","reproductive system disease",2
"human","agonist","endocrine gland cancer",2
"human","agonist","reproductive organ cancer",2
"human","agonist","gonadal disease",2
"human","agonist","female reproductive system disease",2
"human","agonist","ovarian cancer",2
"human","agonist","endocrine system disease",2
"human","agonist","carcinoma",2
"human","role","malignant ovarian surface epithelial-stromal neoplasm",2
"human","role","ovary epithelial cancer",2
"human","role","ovarian carcinoma",2
"human","pharmacological role","ovarian disease",2
"human","pharmacological role","female reproductive organ cancer",2
"human","pharmacological role","reproductive system disease",2
"human","pharmacological role","reproductive organ cancer",2
"human","pharmacological role","gonadal disease",2
"human","pharmacological role","female reproductive system disease",2
"human","pharmacological role","ovarian cancer",2
"mouse","stilbenoid","lower respiratory tract disease",2
"mouse","stilbenoid","respiratory system cancer",2
"mouse","stilbenoid","lung cancer",2
"mouse","stilbenoid","respiratory system disease",2
"mouse","stilbenoid","lung disease",2
"mouse","tamoxifen","lower respiratory tract disease",2
"mouse","tamoxifen","respiratory system cancer",2
"mouse","tamoxifen","lung cancer",2
"mouse","tamoxifen","respiratory system disease",2
"mouse","tamoxifen","lung disease",2
"mouse","tertiary amino compound","respiratory system cancer",2
"mouse","tertiary amino compound","lung cancer",2
"mouse","olefinic compound","lower respiratory tract disease",2
"mouse","olefinic compound","respiratory system cancer",2
"mouse","olefinic compound","lung cancer",2
"mouse","olefinic compound","respiratory system disease",2
"mouse","olefinic compound","lung disease",2
"human","5-azacytidine","reproductive system disease",2
"human","5-azacytidine","female reproductive system disease",2
"human","5-azacytidine","adenocarcinoma",2
"human","N-glycosyl compound","malignant ovarian surface epithelial-stromal neoplasm",2
"human","N-glycosyl compound","ovary epithelial cancer",2
"human","N-glycosyl compound","ovarian carcinoma",2
"human","molecular entity","malignant ovarian surface epithelial-stromal neoplasm",2
"human","molecular entity","ovary epithelial cancer",2
"human","molecular entity","ovarian carcinoma",2
"human","chemical entity","malignant ovarian surface epithelial-stromal neoplasm",2
"human","chemical entity","ovary epithelial cancer",2
"human","chemical entity","ovarian carcinoma",2
"human","organic heterocyclic compound","malignant ovarian surface epithelial-stromal neoplasm",2
"human","organic heterocyclic compound","ovary epithelial cancer",2
"human","organic heterocyclic compound","ovarian carcinoma",2
"human","molecule","malignant ovarian surface epithelial-stromal neoplasm",2
"human","molecule","ovary epithelial cancer",2
"human","molecule","ovarian carcinoma",2
"human","organic heteromonocyclic compound","malignant ovarian surface epithelial-stromal neoplasm",2
"human","organic heteromonocyclic compound","ovary epithelial cancer",2
"human","organic heteromonocyclic compound","ovarian carcinoma",2
"human","oxygen molecular entity","malignant ovarian surface epithelial-stromal neoplasm",2
"human","oxygen molecular entity","ovary epithelial cancer",2
"human","oxygen molecular entity","ovarian carcinoma",2
"human","1,3,5-triazines","reproductive system disease",2
"human","1,3,5-triazines","female reproductive system disease",2
"human","1,3,5-triazines","adenocarcinoma",2
"human","heteroorganic entity","malignant ovarian surface epithelial-stromal neoplasm",2
"human","heteroorganic entity","ovary epithelial cancer",2
"human","heteroorganic entity","ovarian carcinoma",2
"human","pnictogen molecular entity","malignant ovarian surface epithelial-stromal neoplasm",2
"human","pnictogen molecular entity","ovary epithelial cancer",2
"human","pnictogen molecular entity","ovarian carcinoma",2
"human","chalcogen molecular entity","malignant ovarian surface epithelial-stromal neoplasm",2
"human","chalcogen molecular entity","ovary epithelial cancer",2
"human","chalcogen molecular entity","ovarian carcinoma",2
"human","main group molecular entity","malignant ovarian surface epithelial-stromal neoplasm",2
"human","main group molecular entity","ovary epithelial cancer",2
"human","main group molecular entity","ovarian carcinoma",2
"human","carbon group molecular entity","malignant ovarian surface epithelial-stromal neoplasm",2
"human","carbon group molecular entity","ovary epithelial cancer",2
"human","carbon group molecular entity","ovarian carcinoma",2
"human","cyclic compound","malignant ovarian surface epithelial-stromal neoplasm",2
"human","cyclic compound","ovary epithelial cancer",2
"human","cyclic compound","ovarian carcinoma",2
"human","aromatic compound","malignant ovarian surface epithelial-stromal neoplasm",2
"human","aromatic compound","ovary epithelial cancer",2
"human","aromatic compound","ovarian carcinoma",2
"human","organic aromatic compound","malignant ovarian surface epithelial-stromal neoplasm",2
"human","organic aromatic compound","ovary epithelial cancer",2
"human","organic aromatic compound","ovarian carcinoma",2
"human","monocyclic compound","malignant ovarian surface epithelial-stromal neoplasm",2
"human","monocyclic compound","ovary epithelial cancer",2
"human","monocyclic compound","ovarian carcinoma",2
"human","heteromonocyclic compound","malignant ovarian surface epithelial-stromal neoplasm",2
"human","heteromonocyclic compound","ovary epithelial cancer",2
"human","heteromonocyclic compound","ovarian carcinoma",2
"human","p-block molecular entity","malignant ovarian surface epithelial-stromal neoplasm",2
"human","p-block molecular entity","ovary epithelial cancer",2
"human","p-block molecular entity","ovarian carcinoma",2
